2024-10-14 16:36:45,513 - INFO - Starting Price Differential Analysis
2024-10-14 16:36:45,520 - INFO - Loaded 17816 records from the JSON file
       7.2006, 7.2009, 7.0688, 7.1326, 7.2006, 7.1339, 8.334 ]), 'conflict_intensity': array([7.29641327, 8.05070338, 7.0800265 , 7.16626597, 9.22226894,
       8.26152645, 4.47733681, 5.48063892, 6.18208491, 6.94215671,
       5.02388052, 4.47733681, 6.03548143, 4.65396035, 5.768321  ,
       2.48490665, 4.09434456, 4.78749174, 5.7170277 , 5.41164605,
       6.46925032, 3.29583687, 3.49650756, 6.05208917, 2.89037176,
       4.90527478, 8.01499689, 7.15461536, 7.40853057, 6.73340189,
       6.5539334 , 6.25382881, 6.62804138, 6.03068526, 6.45833828,
       5.41164605, 8.00235955, 7.63433724, 7.52563998, 5.88610403,
       4.02535169, 1.94591015, 5.07517382, 4.83628191, 5.53338949,
       6.32435896, 3.80666249]), 'longitude': np.float64(45.37763595581055), 'latitude': np.float64(13.129193305969238)}, 'beans (white)'), ("sana'a", {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([0.2316, 0.0768, 0.2407, 0.2028, 0.0698, 0.2429, 0.2737, 0.2832,
       0.2832, 0.2428, 0.0663, 0.2439, 0.2435, 0.0593, 0.2405, 0.2403,
       0.24  , 0.24  , 0.0589, 0.28  , 0.24  , 0.24  , 0.0675, 0.295 ,
       0.34  , 0.32  , 0.31  , 0.0655, 0.3201, 0.3203, 0.0654, 0.32  ,
       0.3201, 0.0588, 0.2801, 0.2801, 0.0428, 0.2201, 0.2804, 0.0435,
       0.23  , 0.2   , 0.22  , 0.2   , 0.2   , 0.2   , 0.2   ]), 'conflict_intensity': array([4.69683071, 3.94827635, 5.41208432, 5.25879576, 6.1589188 ,
       4.65977673, 3.43813231, 5.25553842, 7.06313245, 4.23105161,
       3.78004023, 3.07423415, 1.58902692, 3.78625149, 4.24849524,
       3.59382858, 3.71327454, 4.21429027, 5.09429565, 3.54503842,
       4.89487939, 3.66846846, 2.97532128, 3.05462379, 2.07156736,
       3.81982114, 3.08689305, 4.47318741, 3.38078638, 2.62874769,
       4.64917562, 3.78134062, 2.585242  , 3.05239662, 4.09434456,
       4.94306896, 4.19581498, 3.44885247, 2.24990484, 4.01144843,
       3.31402069, 3.6361992 , 4.34033583, 2.76471454, 3.68385429,
       2.39374587, 5.30718821]), 'longitude': np.float64(44.48106), 'latitude': np.float64(15.22632)}, 'abyan', {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([0.2316, 0.0897, 0.2808, 0.2839, 0.0902, 0.3643, 0.3751, 0.4046,
       0.4046, 0.3237, 0.1039, 0.3557, 0.3734, 0.0988, 0.4168, 0.4305,
       0.552 , 0.5001, 0.0958, 0.44  , 0.48  , 0.42  , 0.1128, 0.5701,
       0.7334, 0.6401, 0.6701, 0.1427, 0.6921, 0.7307, 0.1374, 0.7234,
       0.5301, 0.1142, 0.6295, 0.6235, 0.108 , 0.6002, 0.7177, 0.1163,
       0.7567, 0.6201, 0.7001, 0.608 , 0.7081, 0.6801, 0.6801]), 'conflict_intensity': array([7.29641327, 8.05070338, 7.0800265 , 7.16626597, 9.22226894,
       8.26152645, 4.47733681, 5.48063892, 6.18208491, 6.94215671,
       5.02388052, 4.47733681, 6.03548143, 4.65396035, 5.768321  ,
       2.48490665, 4.09434456, 4.78749174, 5.7170277 , 5.41164605,
       6.46925032, 3.29583687, 3.49650756, 6.05208917, 2.89037176,
       4.90527478, 8.01499689, 7.15461536, 7.40853057, 6.73340189,
       6.5539334 , 6.25382881, 6.62804138, 6.03068526, 6.45833828,
       5.41164605, 8.00235955, 7.63433724, 7.52563998, 5.88610403,
       4.02535169, 1.94591015, 5.07517382, 4.83628191, 5.53338949,
       6.32435896, 3.80666249]), 'longitude': np.float64(45.37763595581055), 'latitude': np.float64(13.129193305969238)}, 'eggs'), ("sana'a", {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([2.4134, 0.7659, 2.4198, 2.4734, 0.7005, 2.4209, 2.4046, 2.4081,
       2.429 , 2.4102, 0.6571, 2.4227, 2.4214, 0.5902, 2.4026, 2.4027,
       2.4006, 2.4009, 0.5882, 2.4004, 2.4036, 2.2351, 0.5597, 2.2244,
       2.2295, 2.2291, 2.2313, 0.4942, 2.2387, 2.2342, 0.4537, 2.1802,
       2.1762, 0.4363, 2.1265, 2.107 , 0.3754, 2.1084, 2.1071, 0.3546,
       2.1054, 2.0967, 2.0979, 2.112 , 2.1194, 2.1144, 2.1214]), 'conflict_intensity': array([4.69683071, 3.94827635, 5.41208432, 5.25879576, 6.1589188 ,
       4.65977673, 3.43813231, 5.25553842, 7.06313245, 4.23105161,
       3.78004023, 3.07423415, 1.58902692, 3.78625149, 4.24849524,
       3.59382858, 3.71327454, 4.21429027, 5.09429565, 3.54503842,
       4.89487939, 3.66846846, 2.97532128, 3.05462379, 2.07156736,
       3.81982114, 3.08689305, 4.47318741, 3.38078638, 2.62874769,
       4.64917562, 3.78134062, 2.585242  , 3.05239662, 4.09434456,
       4.94306896, 4.19581498, 3.44885247, 2.24990484, 4.01144843,
       3.31402069, 3.6361992 , 4.34033583, 2.76471454, 3.68385429,
       2.39374587, 5.30718821]), 'longitude': np.float64(44.48106), 'latitude': np.float64(15.22632)}, 'abyan', {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([3.0135, 0.9859, 3.2561, 3.3447, 0.9863, 3.3621, 3.3592, 3.4876,
       3.5911, 3.5127, 1.0014, 3.7883, 3.9759, 0.9575, 4.2477, 5.0379,
       5.9431, 4.9351, 1.0661, 4.4408, 4.9479, 3.8775, 1.0024, 4.3408,
       4.5238, 4.6128, 4.518 , 1.0095, 4.6009, 4.6575, 1.007 , 4.9378,
       4.9609, 0.9776, 5.0947, 5.3904, 1.0071, 5.6767, 5.7787, 0.9944,
       6.0413, 6.1101, 6.2059, 6.5775, 6.5991, 6.6835, 6.8298]), 'conflict_intensity': array([7.29641327, 8.05070338, 7.0800265 , 7.16626597, 9.22226894,
       8.26152645, 4.47733681, 5.48063892, 6.18208491, 6.94215671,
       5.02388052, 4.47733681, 6.03548143, 4.65396035, 5.768321  ,
       2.48490665, 4.09434456, 4.78749174, 5.7170277 , 5.41164605,
       6.46925032, 3.29583687, 3.49650756, 6.05208917, 2.89037176,
       4.90527478, 8.01499689, 7.15461536, 7.40853057, 6.73340189,
       6.5539334 , 6.25382881, 6.62804138, 6.03068526, 6.45833828,
       5.41164605, 8.00235955, 7.63433724, 7.52563998, 5.88610403,
       4.02535169, 1.94591015, 5.07517382, 4.83628191, 5.53338949,
       6.32435896, 3.80666249]), 'longitude': np.float64(45.37763595581055), 'latitude': np.float64(13.129193305969238)}, 'exchange rate (unofficial)'), ("sana'a", {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([2.205 , 0.7525, 2.2563, 1.9307, 0.4467, 1.3966, 1.3991, 1.3959,
       2.0127, 2.7311, 0.6353, 2.0835, 2.289 , 0.6114, 2.5651, 2.5781,
       2.324 , 2.2805, 1.1133, 4.7504, 5.652 , 4.45  , 0.7048, 3.5504,
       3.6754, 2.8482, 2.7303, 0.6059, 2.5005, 2.4775, 0.4905, 2.5002,
       2.3006, 0.4559, 2.2004, 1.9504, 0.3211, 1.8107, 1.8025, 0.3056,
       1.8752, 1.9002, 1.9002, 1.9002, 1.9002, 1.9002, 1.9002]), 'conflict_intensity': array([4.69683071, 3.94827635, 5.41208432, 5.25879576, 6.1589188 ,
       4.65977673, 3.43813231, 5.25553842, 7.06313245, 4.23105161,
       3.78004023, 3.07423415, 1.58902692, 3.78625149, 4.24849524,
       3.59382858, 3.71327454, 4.21429027, 5.09429565, 3.54503842,
       4.89487939, 3.66846846, 2.97532128, 3.05462379, 2.07156736,
       3.81982114, 3.08689305, 4.47318741, 3.38078638, 2.62874769,
       4.64917562, 3.78134062, 2.585242  , 3.05239662, 4.09434456,
       4.94306896, 4.19581498, 3.44885247, 2.24990484, 4.01144843,
       3.31402069, 3.6361992 , 4.34033583, 2.76471454, 3.68385429,
       2.39374587, 5.30718821]), 'longitude': np.float64(44.48106), 'latitude': np.float64(15.22632)}, 'abyan', {'date': array(['2020-07-01T00:00:00.000', '2020-08-01T00:00:00.000',
       '2020-09-01T00:00:00.000', '2020-10-01T00:00:00.000',
       '2020-11-01T00:00:00.000', '2020-12-01T00:00:00.000',
       '2021-01-01T00:00:00.000', '2021-02-01T00:00:00.000',
       '2021-03-01T00:00:00.000', '2021-04-01T00:00:00.000',
       '2021-05-01T00:00:00.000', '2021-06-01T00:00:00.000',
       '2021-07-01T00:00:00.000', '2021-08-01T00:00:00.000',
       '2021-09-01T00:00:00.000', '2021-10-01T00:00:00.000',
       '2021-11-01T00:00:00.000', '2021-12-01T00:00:00.000',
       '2022-01-01T00:00:00.000', '2022-02-01T00:00:00.000',
       '2022-03-01T00:00:00.000', '2022-04-01T00:00:00.000',
       '2022-05-01T00:00:00.000', '2022-06-01T00:00:00.000',
       '2022-07-01T00:00:00.000', '2022-08-01T00:00:00.000',
       '2022-09-01T00:00:00.000', '2022-10-01T00:00:00.000',
       '2022-11-01T00:00:00.000', '2022-12-01T00:00:00.000',
       '2023-01-01T00:00:00.000', '2023-02-01T00:00:00.000',
       '2023-03-01T00:00:00.000', '2023-04-01T00:00:00.000',
       '2023-05-01T00:00:00.000', '2023-06-01T00:00:00.000',
       '2023-07-01T00:00:00.000', '2023-08-01T00:00:00.000',
       '2023-09-01T00:00:00.000', '2023-10-01T00:00:00.000',
       '2023-11-01T00:00:00.000', '2023-12-01T00:00:00.000',
       '2024-01-01T00:00:00.000', '2024-02-01T00:00:00.000',
       '2024-03-01T00:00:00.000', '2024-04-01T00:00:00.000',
       '2024-05-01T00:00:00.000'], dtype='datetime64[ms]'), 'usdprice': array([1.4851, 0.5315, 1.6847, 1.6671, 0.4627, 1.7357, 1.6526, 2.104 ,
       2.6802, 2.5541, 0.663 , 2.424 , 2.5568, 0.6769, 3.0561, 3.7145,
       5.    , 3.9558, 1.097 , 5.1004, 6.352 , 5.55  , 1.168 , 5.4757,
       6.0757, 5.6805, 5.2506, 1.1233, 4.853 , 4.7297, 0.9361, 4.7004,
       4.7763, 0.9625, 4.6209, 4.4009, 0.7757, 5.2521, 6.1083, 1.0016,
       5.8505, 5.6007, 5.3526, 5.5004, 5.4004, 5.4004, 5.5004]), 'conflict_intensity': array([7.29641327, 8.05070338, 7.0800265 , 7.16626597, 9.22226894,
       8.26152645, 4.47733681, 5.48063892, 6.18208491, 6.94215671,
       5.02388052, 4.47733681, 6.03548143, 4.65396035, 5.768321  ,
       2.48490665, 4.09434456, 4.78749174, 5.7170277 , 5.41164605,
       6.46925032, 3.29583687, 3.49650756, 6.05208917, 2.89037176,
       4.90527478, 8.01499689, 7.15461536, 7.40853057, 6.73340189,
       6.5539334 , 6.25382881, 6.62804138, 6.03068526, 6.45833828,
       5.41164605, 8.00235955, 7.63433724, 7.52563998, 5.88610403,
       4.02535169, 1.94591015, 5.07517382, 4.83628191, 5.53338949,
       6.32435896, 3.80666249]), 'longitude': np.float64(45.37763595581055), 'latitude': np.float64(13.129193305969238)}, 'fuel (diesel)')]
2024-10-14 16:36:48,773 - INFO - Prepared 336 market pairs for analysis for base market sana'a
2024-10-14 16:36:48,773 - INFO - Using 8 cores for parallel processing
2024-10-14 16:36:50,811 - DEBUG - Found 44 common dates for sana'a and abyan on beans (kidney red)
2024-10-14 16:36:50,811 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 16:36:50,811 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 16:36:50,811 - DEBUG - Running stationarity tests
2024-10-14 16:36:50,812 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 16:36:50,843 - DEBUG - Conflict_base length: 44, Conflict_other length: 44
2024-10-14 16:36:50,845 - DEBUG - Pearson correlation between conflict intensities: 0.20999938881973587
2024-10-14 16:36:50,845 - DEBUG - Calculated distance: 2.280743040185366
2024-10-14 16:36:50,845 - DEBUG - Returning analysis result for sana'a, abyan, beans (kidney red)
2024-10-14 16:36:50,845 - DEBUG - Found 47 common dates for sana'a and abyan on beans (white)
2024-10-14 16:36:50,845 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 16:36:50,845 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 16:36:50,845 - DEBUG - Running stationarity tests
2024-10-14 16:36:50,845 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 16:36:50,847 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 16:36:50,848 - DEBUG - Pearson correlation between conflict intensities: 0.23959108536084145
2024-10-14 16:36:50,848 - DEBUG - Calculated distance: 2.280743040185366
2024-10-14 16:36:50,848 - DEBUG - Returning analysis result for sana'a, abyan, beans (white)
2024-10-14 16:36:50,848 - DEBUG - Found 47 common dates for sana'a and abyan on eggs
2024-10-14 16:36:50,849 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 16:36:50,849 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 16:36:50,849 - DEBUG - Running stationarity tests
2024-10-14 16:36:50,849 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 16:36:50,851 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 16:36:50,852 - DEBUG - Pearson correlation between conflict intensities: 0.23959108536084145
2024-10-14 16:36:50,852 - DEBUG - Calculated distance: 2.280743040185366
2024-10-14 16:36:50,852 - DEBUG - Returning analysis result for sana'a, abyan, eggs
2024-10-14 16:36:50,852 - DEBUG - Found 47 common dates for sana'a and abyan on exchange rate (unofficial)
2024-10-14 16:36:50,852 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 16:36:50,852 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 16:36:50,852 - DEBUG - Running stationarity tests
2024-10-14 16:36:50,852 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 16:36:50,857 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 16:36:50,859 - DEBUG - Pearson correlation between conflict intensities: 0.23959108536084145
2024-10-14 16:36:50,859 - DEBUG - Calculated distance: 2.280743040185366
